Player,POS,Total FPTS,Avg FPTS
"Kareem Hunt RB • KC",RB,48,6.00
"Robbie Chosen WR • WAS",WR,48,2.82
"Odell Beckham Jr. WR • NYG",WR,48,3.43
"Trey Lance QB • LAC",QB,47,7.83
"Kalif Raymond WR • CHI",WR,45,2.81
"Tyler Higbee TE • LAR",TE,45,3.00
"Alexander Mattison RB • MIA",RB,44,2.75
"C.J. Uzomah TE • PHI",TE,44,2.75
"Kyle Pitts TE • ATL",TE,43,2.53
"Noah Fant TE • NO",TE,43,2.69
"Zack Moss RB • CIN",RB,42,3.23
"D'Onta Foreman RB • CLE",RB,42,4.67
"Braxton Berrios WR • NYG",WR,42,2.62
"T.J. Hockenson TE • MIN",TE,42,3.50
"Donovan Peoples-Jones WR • NO",WR,41,2.93
"Deonte Harty WR • BAL",WR,40,3.08
"Nick Westbrook-Ikhine WR • IND",WR,40,2.50
"Jakobi Meyers WR • JAC",WR,40,2.35
"Chase Edmonds RB • WAS",RB,39,3.25
"Jamaal Williams RB • NO",RB,39,3.00
"David Njoku TE • LAC",TE,39,2.44
"Geno Smith QB • NYJ",QB,38,7.60
"Mike White QB • CAR",QB,38,9.50
"Courtland Sutton WR • DEN",WR,38,2.24
"Mike Gesicki TE • CIN",TE,38,2.24
"D'Ernest Johnson RB • NE",RB,37,2.18
"Christian McCaffrey RB • SF",RB,37,5.29
"Ty Johnson RB • BUF",RB,36,2.25
"Mecole Hardman WR • BUF",WR,36,2.12
"Jauan Jennings WR • MIN",WR,36,2.25
"Gerald Everett TE • CHI",TE,36,2.40
"Austin Seibert K • WAS",K,36,6.00
"Darren Waller TE • MIA",TE,35,3.18
"Josh Johnson QB • CIN",QB,34,8.50
"Eddy Pineiro K • SF",K,34,6.80
"Marquez Valdes-Scantling WR • DAL",WR,33,3.00
"Mo Alie-Cox TE • IND",TE,33,1.94
"Tyler Conklin TE • DET",TE,33,1.94
"Drew Lock QB • SEA",QB,32,5.33
"DeAndre Carter WR • CLE",WR,32,1.88
"Miles Sanders RB • DAL",RB,31,2.58
"Mack Hollins WR • NE",WR,31,1.82
"Jamal Agnew WR • ATL",WR,30,3.00
"Nelson Agholor WR • BAL",WR,30,2.00
"Austin Hooper TE • ATL",TE,30,1.88
"Nyheim Miller-Hines RB • NO",RB,29,1.71
"Josh Palmer WR • BUF",WR,29,1.71
"Anthony Firkser TE • WAS",TE,29,1.93
"Devin Duvernay WR • ARI",WR,28,1.75
"Foster Moreau TE • HOU",TE,28,1.65
"Khalil Herbert RB • NYJ",RB,27,1.59
"Michael Gallup WR • WAS",WR,27,3.00
"Jamison Crowder WR • WAS",WR,27,2.25
"Evan Engram TE • DEN",TE,27,1.80
"Olamide Zaccheaus WR • ATL",WR,26,1.53
"Zach Pascal WR • NYG",WR,26,1.62
"Juwan Johnson TE • NO",TE,26,1.86
"Quez Watkins WR • PHI",WR,25,1.47
"Rashod Bateman WR • BAL",WR,25,2.08
"Gardner Minshew QB • ARI",QB,24,6.00
"Tim Boyle QB • TEN",QB,23,4.60
"Jeff Wilson RB • MIA",RB,23,2.56
"Josh Reynolds WR • NYJ",WR,23,1.92
"Ashton Dulin WR • IND",WR,23,1.35
"Hayden Hurst TE • LAC",TE,23,1.77
"Donald Parham Jr. TE • PIT",TE,23,1.64
"Harrison Bryant TE • SEA",TE,23,1.44
"Calvin Ridley WR • TEN",WR,22,4.40
"Malik Turner WR • SF",WR,22,1.57
"MyCole Pruitt TE • PIT",TE,22,1.38
"Geoff Swaim TE • CLE",TE,22,1.38
"Brevin Jordan TE • HOU",TE,22,2.44
"Cooper Rush QB • BAL",QB,21,4.20
"Travis Homer RB • PIT",RB,21,1.50
"Darius Slayton WR • NYG",WR,21,1.62
"Zay Jones WR • ARI",WR,21,1.24
"Demarcus Robinson WR • SF",WR,21,1.24
"Chris Moore WR • BAL",WR,21,1.75
"Samaje Perine RB • CIN",RB,20,1.25
"Quintez Cephus WR • BUF",WR,20,4.00
"Albert Okwuegbunam TE • LV",TE,20,1.43
"Joe Flacco QB • CIN",QB,19,9.50
"Ke'Shawn Vaughn RB • SF",RB,19,1.58
"Laquon Treadwell WR • IND",WR,19,1.58
"Nico Collins WR • HOU",WR,19,1.36
"Ihmir Smith-Marsette WR • ARI",WR,19,2.38
"Sterling Shepard WR • TB",WR,19,2.71
"Jalen Reagor WR • MIA",WR,19,1.12
"Lil'Jordan Humphrey WR • DEN",WR,19,1.90
"Jordan Love QB • GB",QB,18,3.00
"Case Keenum QB • CHI",QB,18,2.57
"Dare Ogunbowale RB • HOU",RB,18,1.06
"Jaret Patterson RB • LAC",RB,18,1.06
"Laviska Shenault Jr. WR • BUF",WR,18,1.12
"Allen Robinson WR • DET",WR,18,1.50
"DJ Chark WR • ATL",WR,18,4.50
"Adam Trautman TE • DEN",TE,18,1.38
"Josiah Deguara TE • ARI",TE,18,1.12
"Kyle Juszczyk RB • SF",RB,17,1.00
"DeeJay Dallas RB • JAC",RB,17,1.00
"Robert Tonyan TE • PIT",TE,17,2.12
"Tommy Tremble TE • CAR",TE,16,1.00
"Chris Evans RB • CIN",RB,15,1.07
"Ameer Abdullah RB • JAC",RB,15,0.88
"Brock Wright TE • DET",TE,15,1.50
"Jeremy McNichols RB • WAS",RB,14,1.00
"Demetric Felton RB • WAS",RB,14,0.88
"Jerry Jeudy WR • CLE",WR,14,1.40
"Cole Kmet TE • CHI",TE,14,0.82
"Jermar Jefferson RB • SF",RB,13,1.86
"Kene Nwangwu RB • NYJ",RB,13,1.18
"Kristian Wilkerson WR • BUF",WR,13,4.33
"Jody Fortson TE • KC",TE,13,2.17
"J.J. Taylor RB • HOU",RB,12,2.40
"Parris Campbell WR • DAL",WR,12,2.00
"Jonnu Smith TE • PIT",TE,12,0.75
"Trey Sermon RB • PIT",RB,11,1.22
"John Bates TE • WAS",TE,11,0.65
"Brandon Allen QB • NYG",QB,10,1.67
"Mason Rudolph QB • PIT",QB,10,5.00
"JuJu Smith-Schuster WR • NYG",WR,10,2.00
"Will Dissly TE • LAC",TE,10,0.67
"JaMycal Hasty RB • MIA",RB,9,0.82
"Craig Reynolds RB • NE",RB,9,1.80
"Durham Smythe TE • BAL",TE,9,0.53
"Jake Fromm QB • DET",QB,8,2.67
"Patrick Taylor RB • SF",RB,8,0.89
"Alec Ingold RB • LAC",RB,8,0.89
"D'Wayne Eskridge WR • MIA",WR,8,0.80
"Anthony Schwartz WR • MIA",WR,8,0.57
"Tyler Johnson WR • DAL",WR,8,0.47
"Dante Pettis WR • NO",WR,8,2.67
"Nick Vannett TE • LAR",TE,8,1.14
"Marcus Mariota QB • WAS",QB,7,0.70
"Patrick Ricard RB • NYG",RB,7,0.54
"Dez Fitzpatrick WR • LAC",WR,7,1.75
"Tom Kennedy WR • DET",WR,7,0.58
"Ray-Ray McCloud WR • NYG",WR,7,0.44
"Scott Miller WR • CHI",WR,7,0.78
"Ross Dwelley TE • CAR",TE,7,0.41
"Nick Mullens QB • JAC",QB,6,6.00
"Mitch Trubisky QB • TEN",QB,6,1.00
"Michael Burton RB • CLE",RB,6,0.38
"Deon Jackson RB • DET",RB,6,0.67
"Brandon Powell WR • MIN",WR,6,1.00
"Trent Sherfield WR • BUF",WR,6,0.35
"James Proche WR • TEN",WR,6,0.43
"Noah Gray TE • KC",TE,6,0.38
"Tyree Jackson TE • WAS",TE,6,0.67
"Eric Saubert TE • SEA",TE,6,0.35
"Sean McKeon TE • IND",TE,6,0.67
"Chris Myarick TE • MIA",TE,6,0.75
"Chris Manhertz TE • NYG",TE,6,0.35
"Kyle Allen QB • BUF",QB,5,2.50
"Royce Freeman RB • LAC",RB,5,0.33
"Dyami Brown WR • WAS",WR,5,0.33
"Khadarel Hodge WR • ATL",WR,5,0.31
"Marcedes Lewis TE • DEN",TE,5,0.29
"N'Keal Harry TE • SEA",TE,5,0.42
"Noah Brown WR • WAS",WR,4,0.31
"Terrace Marshall Jr. WR • MIA",WR,4,0.31
"Jordan Akins TE • JAC",TE,4,0.31
"Phillip Dorsett WR • LV",WR,3,0.50
"Ben Skowronek WR • PIT",WR,3,0.21
"Ian Thomas TE • LV",TE,3,0.18
"Salvon Ahmed RB • CHI",RB,2,0.17
"C.J. Ham RB • MIN",RB,2,0.12
"Collin Johnson WR • LV",WR,2,0.17
"K.J. Hamler WR • BUF",K,2,0.67
"Pharaoh Brown TE • ARI",TE,2,0.13
"Mike Boone RB • MIA",RB,1,0.12
"Jakob Johnson RB • HOU",RB,1,0.06
"Trayveon Williams RB • CLE",RB,1,0.20
"Joshua Kelley RB • TEN",RB,1,0.10
"Equanimeous St. Brown WR • SF",WR,1,0.08
"Juwann Winfree WR • HOU",WR,1,0.14
"Trent Taylor WR • SF",WR,1,0.25
"Trenton Irwin WR • NYJ",WR,1,0.14
"D.J. Montgomery WR • IND",WR,1,0.33
"Mike Strachan WR • WAS",WR,1,0.17
"Seth Williams WR • LV",WR,1,0.50
"Jaelon Darden WR • SEA",WR,1,0.11
"Drew Sample TE • CIN",TE,1,0.06
"Josh Oliver TE • MIN",TE,1,0.07
"Charlie Woerner TE • ATL",TE,1,0.06
"Kenny Yeboah TE • ARI",TE,1,0.11
"Dominique Dafney TE • CAR",TE,1,0.10
"Kylen Granson TE • TEN",TE,1,0.06
"Ben Wooldridge QB • NE",QB,0,
"Jake Haener QB • KC",QB,0,
"Brandon Peters QB • LAC",QB,0,
"Malik Willis QB • MIA",QB,0,
"Bryce Perkins QB • CAR",QB,0,
"Cam Ward QB • TEN",QB,0,
"Jaxson Dart QB • NYG",QB,0,
"Rocky Lombardi QB • CIN",QB,0,
"Cole McDonald QB • ARI",QB,0,
"Levi Lewis QB • SEA",QB,0,
"Taryn Christion QB • PIT",QB,0,
"Carson Beck QB • ARI",QB,0,
"Will Howard QB • PIT",QB,0,
"Tanner McKee QB • PHI",QB,0,
"Reid Sinnett QB • CIN",QB,0,
"Jarrett Guarantano QB • DEN",QB,0,
"Case Cookus QB • LAR",QB,0,
"Brock Purdy QB • SF",QB,0,
"K.J. Costello QB • NO",K,0,
"Emory Jones QB • ATL",QB,0,
"Jacob Sirmon QB • CLE",QB,0,
"Cole Payton QB • PHI",QB,0,
"Danny Etling QB • GB",QB,0,
"Drake Maye QB • NE",QB,0,
"Jordan Ta'amu-Perifanos QB • MIN",QB,0,
"Drew Allar QB • PIT",QB,0,
"Jalen Morton QB • IND",QB,0,
"D'Eriq King QB • CAR",QB,0,
"Jamie Newman QB • PHI",QB,0,
"Kyle Shurmur QB • WAS",QB,0,
"Chase Litton QB • JAC",QB,0,
"Hendon Hooker QB • TEN",QB,0,
"Alex McGough QB • GB",QB,0,
"Bailey Zappe QB • NYJ",QB,0,
"Ryan Williams QB • GB",QB,0,
"Dresser Winn QB • LAR",QB,0,
"Joe Fagnano QB • BAL",QB,0,
"Cade Klubnik QB • NYJ",QB,0,
"Chris Oladokun QB • KC",QB,0,
"Anthony Richardson QB • IND",QB,0,
"Gavin Hardison QB • MIA",QB,0,
"Sean Clifford QB • CIN",QB,0,
"Tanner Mordecai QB • SF",QB,0,
"Eric Dungey QB • CIN",QB,0,
"Matthew Caldwell QB • LAR",QB,0,
"C.J. Stroud QB • HOU",QB,0,
"Jarrett Stidham QB • DEN",QB,0,
"Jack Plummer QB • CAR",QB,0,
"Spencer Rattler QB • NO",QB,0,
"Nate Stanley QB • MIN",QB,0,
"Zack Annexstad QB • TB",QB,0,
"Taylen Green QB • CLE",QB,0,
"Deshaun Watson QB • CLE",QB,0,
"Mark Gronowski QB • MIA",QB,0,
"Diego Pavia QB • BAL",QB,0,
"Nick Fitzgerald QB • TB",QB,0,
"Kyle Sloter QB • JAC",QB,0,
"Griffin Neal QB • NO",QB,0,
"Cody Fajardo QB • LV",QB,0,
"Payton Thorne QB • CIN",QB,0,
"Will Levis QB • TEN",QB,0,
"Jack Coan QB • IND",QB,0,
"Jacob Clark QB • LV",QB,0,
"Josh Woodrum QB • WAS",QB,0,
"Garrett Nussmeier QB • KC",QB,0,
"Carter Bradley QB • JAC",QB,0,
"Michael Penix Jr. QB • ATL",QB,0,
"Brady Cook QB • NYJ",QB,0,
"Ty Simpson QB • LAR",QB,0,
"John Wolford QB • MIN",QB,0,0.00
"Skylar Thompson QB • BAL",QB,0,
"Andrew Peasley QB • NYJ",QB,0,
"Jake Browning QB • TB",QB,0,
"Adrian Martinez QB • SF",QB,0,
"Davis Cheek QB • CAR",QB,0,
"Felix Harper QB • CLE",QB,0,
"Stetson Bennett QB • LAR",QB,0,
"Joey Aguilar QB • JAC",QB,0,
"E.J. Perry QB • JAC",QB,0,
"Max Duggan QB • LAC",QB,0,
"Bryce Young QB • CAR",QB,0,
"John Paddock QB • ATL",QB,0,
"Luke Altmyer QB • DET",QB,0,
"Tyler Shough QB • NO",QB,0,
"Nick Stevens QB • DEN",QB,0,
"Tim DeMorat QB • WAS",QB,0,
"Brett Gabbert QB • MIA",QB,0,
"Ben Bryant QB • NYJ",QB,0,
"Kenji Bahar QB • BAL",QB,0,
"Brandon Bridge QB • FA",QB,0,
"Holton Ahlers QB • SEA",QB,0,
"Steven Montez QB • DET",QB,0,
"Carson Strong QB • ARI",QB,0,
"Jake Dolegala QB • MIA",QB,0,
"Josh Love QB • CAR",QB,0,
"Philip Rivers QB • IND",QB,0,
"Dillon Gabriel QB • CLE",QB,0,
"Drew Plitt QB • CIN",QB,0,
"James Blackman QB • MIA",QB,0,
"Kedon Slovis QB • ARI",QB,0,
"Phillip Sims QB • SEA",QB,0,
"Nathan Rourke QB • ATL",QB,0,
"Dorian Thompson-Robinson QB • PHI",QB,0,
"Shedeur Sanders QB • CLE",QB,0,
"Jason Bean QB • IND",QB,0,
"Casey Bauman QB • LAC",QB,0,
"Tyson Bagent QB • CHI",QB,0,
"Bo Nix QB • DEN",QB,0,
"Sam Howell QB • DAL",QB,0,
"Austin Aune QB • ATL",QB,0,
"Quinn Ewers QB • MIA",QB,0,
"Cole Kelley QB • WAS",QB,0,
"Anthony Gordon QB • KC",QB,0,
"Desmond Ridder QB • GB",QB,0,
"C.J. Beathard QB • DET",QB,0,0.00
"Nate Sudfeld QB • SF",QB,0,
"Ben DiNucci QB • DEN",QB,0,
"Kyle Trask QB • ATL",QB,0,
"Austin Reed QB • CHI",QB,0,
"Kyron Drones QB • GB",QB,0,
"Ryan Aplin QB • FA",QB,0,
"Sam Hartman QB • WAS",QB,0,
"Kenny Pickett QB • CAR",QB,0,
"Ethan Garbers QB • CAR",QB,0,
"Drew Anderson QB • ARI",QB,0,
"Brett Rypien QB • MIN",QB,0,0.00
"Chevan Cordeiro QB • SEA",QB,0,
"Chad Kanoff QB • TB",QB,0,
"Cam Miller QB • MIA",QB,0,
"James Morgan QB • ARI",QB,0,
"Nolan Henderson QB • BAL",QB,0,
"Kurtis Rourke QB • SF",QB,0,
"Graham Mertz QB • HOU",QB,0,
"Michael Pratt QB • TB",QB,0,
"Stevie Scott III RB • ARI",RB,0,
"Dontae McMillan RB • BAL",RB,0,
"Tyler Allgeier RB • ARI",RB,0,
"Avery Williams RB • NYJ",RB,0,0.00
"Kay'ron Lynch-Adams RB • CAR",RB,0,
"J'Mari Taylor RB • JAC",RB,0,
"Cameron Scarlett RB • SEA",RB,0,
"Louis Rees-Zammit RB • JAC",RB,0,
"Zamir White RB • LV",RB,0,
"Trevor Etienne RB • CAR",RB,0,
"CJ Marable RB • NE",RB,0,
"Lew Nichols RB • PIT",RB,0,
"Ronnie Rivers RB • LAR",RB,0,
"Rico Dowdle RB • PIT",RB,0,
"Sone Ntoh RB • BAL",RB,0,
"Bruce Anderson RB • IND",RB,0,
"Kevin Harris RB • JAC",RB,0,
"DK Kaufman RB • SEA",RB,0,
"Israel Abanikanda RB • DAL",RB,0,
"Lincoln Pare RB • IND",RB,0,
"Toa Taua RB • CLE",RB,0,
"Brian Robinson Jr. RB • ATL",RB,0,
"Greg Desrosiers Jr. RB • LAC",RB,0,
"Chris Smith RB • SEA",RB,0,
"Jerome Ford RB • WAS",RB,0,
"Anthony Tyus III RB • CAR",RB,0,
"Javian Hawkins RB • LAR",RB,0,
"Nathaniel Peat RB • DAL",RB,0,
"Julius Chestnut RB • TEN",RB,0,
"Shane Watts RB • NE",RB,0,
"DJ Herman RB • MIA",RB,0,
"Josh Pitsenberger RB • HOU",RB,0,
"Jalen White RB • GB",RB,0,
"Jaden Shirden RB • CAR",RB,0,
"Dillon Johnson RB • CAR",RB,0,
"Isaiah Spiller RB • LV",RB,0,
"Reggie Gilliam RB • NE",RB,0,0.00
"A.J. Rose RB • LAR",RB,0,
"Taimi Tutogi RB • FA",RB,0,
"Blake Watson RB • TEN",RB,0,
"Khalan Laborn RB • SF",RB,0,
"Jawhar Jordan RB • HOU",RB,0,
"Evan Hull RB • HOU",RB,0,
"Sincere McCormick RB • SF",RB,0,
"Justice Hill RB • BAL",RB,0,
"B.J. Baylor RB • ATL",RB,0,
"Deion Hankins RB • CHI",RB,0,
"MarShawn Lloyd RB • GB",RB,0,
"EJ Smith RB • KC",RB,0,
"Noah Cain RB • CIN",RB,0,
"Jaleel McLaughlin RB • DEN",RB,0,
"Jordan Ellis RB • CIN",RB,0,
"Michael Wiley RB • TB",RB,0,
"Ronnie Brown RB • TB",RB,0,
"Jarveon Howard RB • BUF",RB,0,
"Brandon Johnson RB • PIT",RB,0,
"De'Montre Tuggle RB • CHI",RB,0,
"Ollie Gordon II RB • MIA",RB,0,
"Ty Chandler RB • NO",RB,0,
"Cash Jones RB • ATL",RB,0,
"Lorenzo Lingard RB • NYG",RB,0,
"Mike Weber RB • NYG",RB,0,
"Montel Harris RB • FA",RB,0,
"Tyjae Spears RB • TEN",RB,0,
"Jordan Mason RB • MIN",RB,0,
"Matt Colburn RB • JAC",RB,0,
"Leddie Brown RB • LAC",RB,0,
"Braelon Allen RB • NYJ",RB,0,
"Malik Davis RB • DAL",RB,0,
"Isaiah Davis RB • NYJ",RB,0,
"Jonathan Ward RB • BAL",RB,0,0.00
"Mason Stokke RB • CAR",RB,0,
"TJ Pledger RB • ARI",RB,0,
"TaMerik Williams RB • SEA",RB,0,
"Robbie Ouzts RB • SEA",RB,0,
"Robert Burns RB • ATL",RB,0,
"Chris Rodriguez Jr. RB • JAC",RB,0,
"Emani Bailey RB • CAR",RB,0,
"Deneric Prince RB • NE",RB,0,
"Brashard Smith RB • KC",RB,0,
"Isaac Guerendo RB • SF",RB,0,
"Raheim Sanders RB • CLE",RB,0,
"Travis Etienne RB • NO",RB,0,
"Gary Brightwell RB • CIN",RB,0,0.00
"Dominic Richardson RB • DAL",RB,0,
"Audric Estime RB • NO",RB,0,
"Mike Washington Jr. RB • LV",RB,0,
"Mikey Daniel RB • CAR",RB,0,
"Demario Richard RB • ATL",RB,0,
"Ralph Webb RB • PIT",RB,0,
"Ramon Jefferson RB • TB",RB,0,
"Marcus Major RB • BAL",RB,0,
"Donovan Edwards RB • MIA",RB,0,
"Tyler Hoosman RB • LAC",RB,0,
"Calvin Tyler Jr. RB • CIN",RB,0,
"Aaron Dykes RB • MIN",RB,0,
"Jarquez Hunter RB • LAR",RB,0,
"Andrew Beck RB • NYJ",RB,0,0.00
"Cam Akers RB • SEA",RB,0,0.00
"Woody Marks RB • HOU",RB,0,
"Kevin Marks Jr. RB • LAC",RB,0,
"Kaleb Johnson RB • PIT",RB,0,
"ShunDerrick Powell RB • KC",RB,0,
"Benny LeMay RB • CLE",RB,0,
"Lucas Scott RB • BAL",RB,0,
"Austin Ramesh RB • ARI",RB,0,
"Isaiah Bowser RB • BUF",RB,0,
"Kimani Vidal RB • LAC",RB,0,
"TreVeyon Henderson RB • NE",RB,0,
"Omarion Hampton RB • LAC",RB,0,
"Nick Brossette RB • DET",RB,0,
