Player,POS,Total FPTS,Avg FPTS
"Brian Thomas Jr. WR • JAC",WR,115,6.76
"Derek Carr QB • NO",QB,114,11.40
"Anthony Richardson QB • IND",QB,114,10.36
"Chad Ryland K • ARI",K,114,8.77
"Cam Little K • JAC",K,113,6.65
"James Conner RB • ARI",RB,111,6.94
"Vikings DST • MIN",DST,111,6.53
"David Montgomery RB • HOU",RB,110,7.86
"Joey Slye K • TEN",K,109,6.41
"Chase Brown RB • CIN",RB,108,6.75
"Jake Moody K • WAS",K,108,7.71
"Younghoe Koo K • NYJ",K,107,7.64
"Jameis Winston QB • NYG",QB,106,8.83
"Austin Seibert K • WAS",K,105,11.67
"Seahawks DST • SEA",DST,105,6.18
"Mike Evans WR • SF",WR,102,7.29
"Trevor Lawrence QB • JAC",QB,101,10.10
"Alvin Kamara RB • NO",RB,100,7.14
"Drake London WR • ATL",WR,100,5.88
"Eddy Pineiro K • SF",K,100,5.88
"Packers DST • GB",DST,99,5.82
"Will Levis QB • TEN",QB,98,8.17
"Texans DST • HOU",DST,98,5.76
"Breece Hall RB • NYJ",RB,96,6.00
"Jameson Williams WR • DET",WR,96,6.40
"Cairo Santos K • CHI",K,96,5.65
"Tee Higgins WR • CIN",WR,95,7.92
"Eagles DST • PHI",DST,95,5.59
"Cowboys DST • DAL",DST,95,5.59
"Bucky Irving RB • TB",RB,94,5.53
"Jordan Addison WR • MIN",WR,94,6.27
"Nick Folk K • ATL",K,94,6.71
"Harrison Butker K • KC",K,94,7.23
"Brandon McManus K • GB",K,93,8.45
"Malik Nabers WR • NYG",WR,92,6.13
"Courtland Sutton WR • DEN",WR,92,5.41
"Bills DST • BUF",DST,92,5.41
"J.K. Dobbins RB • DEN",K,91,7.00
"George Kittle TE • SF",TE,91,6.07
"Steelers DST • PIT",DST,91,5.35
"Davante Adams WR • LAR",WR,90,6.43
"Lions DST • DET",DST,90,5.29
"Ravens DST • BAL",DST,90,5.29
"Rams DST • LAR",DST,89,5.24
"Ladd McConkey WR • LAC",WR,88,5.50
"Evan McPherson K • CIN",K,88,7.33
"Chargers DST • LAC",DST,88,5.18
"Dak Prescott QB • DAL",QB,87,10.88
"Aaron Jones RB • MIN",RB,87,5.12
"A.J. Brown WR • NE",WR,87,6.69
"Bengals DST • CIN",DST,87,5.12
"Garrett Wilson WR • NYJ",WR,85,5.00
"Rashod Bateman WR • BAL",WR,85,5.00
"Mark Andrews TE • BAL",TE,85,5.00
"CeeDee Lamb WR • DAL",WR,84,5.60
"Bears DST • CHI",DST,84,4.94
"Daniel Jones QB • IND",QB,83,8.30
"DeVonta Smith WR • PHI",WR,83,6.38
"Nico Collins WR • HOU",WR,83,6.92
"Buccaneers DST • TB",DST,83,4.88
"Joe Flacco QB • CIN",QB,81,10.12
"Rachaad White RB • WAS",RB,81,5.06
"Cooper Rush QB • BAL",QB,80,6.67
"D'Andre Swift RB • CHI",RB,80,4.71
"Zach Charbonnet RB • SEA",RB,80,4.71
"Justin Fields QB • KC",QB,79,7.90
"Brian Robinson Jr. RB • ATL",RB,79,5.64
"Marvin Harrison Jr. WR • ARI",WR,79,4.65
"Jonnu Smith TE • PIT",TE,79,4.65
"Najee Harris RB • LAC",RB,78,4.59
"Jayden Reed WR • GB",WR,78,4.59
"Cardinals DST • ARI",DST,78,4.59
"Alec Pierce WR • IND",WR,77,4.81
"Jaxon Smith-Njigba WR • SEA",WR,77,4.53
"Rico Dowdle RB • PIT",RB,76,4.75
"Rhamondre Stevenson RB • NE",RB,76,5.07
"Jets DST • NYJ",DST,76,4.47
"Falcons DST • ATL",DST,76,4.47
"Kenneth Walker III RB • KC",RB,75,6.82
"Jerry Jeudy WR • CLE",WR,75,4.41
"Dustin Hopkins K • CLE",K,75,4.69
"Tyrone Tracy Jr. RB • NYG",RB,74,4.35
"Xavier Worthy WR • KC",WR,74,4.35
"Tony Pollard RB • TEN",RB,73,4.56
"Gardner Minshew QB • ARI",QB,72,7.20
"Brock Bowers TE • LV",TE,72,4.24
"Chiefs DST • KC",DST,72,4.24
"Commanders DST • WAS",DST,72,4.24
"Mason Rudolph QB • PIT",QB,71,8.88
"Tank Bigsby RB • PHI",RB,71,4.44
"Nick Westbrook-Ikhine WR • IND",WR,71,4.18
"Quentin Johnston WR • LAC",WR,71,4.73
"Giants DST • NYG",DST,71,4.18
"DJ Moore WR • BUF",WR,70,4.12
"DK Metcalf WR • PIT",WR,70,4.67
"Tyreek Hill WR • MIA",WR,70,4.12
"Jauan Jennings WR • MIN",WR,70,4.67
"Trey McBride TE • ARI",TE,70,4.38
"49ers DST • SF",DST,70,4.12
"Kareem Hunt RB • KC",RB,69,5.31
"Calvin Ridley WR • TEN",WR,69,4.06
"Colts DST • IND",DST,69,4.06
"Keenan Allen WR • LAC",WR,68,4.53
"Tucker Kraft TE • GB",TE,68,4.00
"Browns DST • CLE",DST,68,4.00
"Mac Jones QB • SF",QB,67,6.70
"Sam LaPorta TE • DET",TE,67,4.19
"Zay Flowers WR • BAL",WR,66,3.88
"Darnell Mooney WR • NYG",WR,66,4.12
"Aidan O'Connell QB • LV",QB,65,7.22
"Cooper Kupp WR • SEA",WR,65,5.42
"Saints DST • NO",DST,65,3.82
"Zach Ertz TE • WAS",TE,64,3.76
"Dolphins DST • MIA",DST,64,3.76
"Titans DST • TEN",DST,64,3.76
"Puka Nacua WR • LAR",WR,63,5.73
"Drew Lock QB • SEA",QB,62,7.75
"Jalen McMillan WR • TB",WR,62,4.77
"Jakobi Meyers WR • JAC",WR,62,4.13
"Raiders DST • LV",DST,61,3.59
"Greg Joseph K • LV",K,60,7.50
"Pat Freiermuth TE • PIT",TE,59,3.47
"Josh Downs WR • IND",WR,58,4.14
"Jaguars DST • JAC",DST,58,3.41
"Jalen Tolbert WR • MIA",WR,56,3.29
"Marvin Mims WR • DEN",WR,56,3.29
"Chris Godwin WR • TB",WR,56,8.00
"Demarcus Robinson WR • SF",WR,55,3.24
"Khalil Shakir WR • BUF",WR,54,3.60
"Allen Lazard WR • NYJ",WR,54,4.50
"Anders Carlson K • NYJ",K,54,7.71
"Adam Thielen WR • PIT",WR,53,5.30
"Isaiah Likely TE • NYG",TE,53,3.31
"Patriots DST • NE",DST,53,3.12
"Ray Davis RB • BUF",RB,52,3.06
"Matthew Wright K • BUF",K,52,10.40
"Alexander Mattison RB • MIA",RB,50,3.57
"Andrei Iosivas WR • CIN",WR,50,2.94
"George Pickens WR • DAL",WR,50,3.57
"David Njoku TE • LAC",TE,50,4.55
"Taysom Hill TE • NO",TE,50,6.25
"Panthers DST • CAR",DST,50,2.94
"DeAndre Hopkins WR • BAL",WR,49,3.06
"Jordan Mason RB • MIN",RB,48,4.00
"Jalen Nailor WR • LV",WR,48,2.82
"Calvin Austin III WR • NYG",WR,48,2.82
"Deebo Samuel WR • WAS",WR,48,3.20
"Deshaun Watson QB • CLE",QB,47,6.71
"Javonte Williams RB • DAL",RB,46,2.71
"Keon Coleman WR • BUF",WR,46,3.54
"Travis Kelce TE • KC",TE,45,2.81
"Ameer Abdullah RB • JAC",RB,44,2.75
"Emanuel Wilson RB • SEA",RB,44,2.59
"Graham Gano K • NYG",K,44,4.40
"Cade York K • NYJ",K,44,7.33
"Andy Dalton QB • PHI",QB,43,7.17
"Tyjae Spears RB • TEN",RB,43,3.58
"Romeo Doubs WR • NE",WR,43,3.31
"Michael Pittman WR • PIT",WR,43,2.69
"Cade Otton TE • TB",TE,43,3.07
"Kyle Pitts TE • ATL",TE,43,2.53
"Roschon Johnson RB • CHI",RB,42,3.00
"Mack Hollins WR • NE",WR,42,2.47
"Marquez Valdes-Scantling WR • DAL",WR,42,3.00
"Spencer Rattler QB • NO",QB,41,5.86
"Austin Ekeler RB • WAS",RB,41,3.42
"Rome Odunze WR • CHI",WR,41,2.41
"Jaylen Waddle WR • DEN",WR,41,2.73
"Michael Wilson WR • ARI",WR,41,2.56
"Rashid Shaheed WR • SEA",WR,41,6.83
"Kayshon Boutte WR • NE",WR,41,2.73
"Foster Moreau TE • HOU",TE,41,2.41
"John Parker Romo K • ATL",K,41,10.25
"Jerome Ford RB • WAS",RB,40,2.86
"Justice Hill RB • BAL",RB,40,2.67
"Cam Akers RB • SEA",RB,40,2.35
"Isaac Guerendo RB • SF",RB,40,2.50
"Amari Cooper WR • LV",WR,40,2.86
"Tank Dell WR • HOU",WR,40,2.86
"Dontayvion Wicks WR • PHI",WR,40,2.35
"Stefon Diggs WR • NE",WR,40,5.00
"Noah Gray TE • KC",TE,40,2.35
"Greg Zuerlein K • NYJ",K,40,5.00
"Tyler Allgeier RB • ARI",RB,39,2.29
"Ty Johnson RB • BUF",RB,39,2.29
"KaVontae Turpin WR • DAL",WR,39,2.29
"Tre Tucker WR • LV",WR,39,2.29
"Cole Kmet TE • CHI",TE,39,2.29
"Tyler Huntley QB • BAL",QB,38,7.60
"Parker Washington WR • JAC",WR,38,2.24
"Christian Watson WR • GB",WR,38,2.53
"Xavier Legette WR • CAR",WR,38,2.38
"Tyler Conklin TE • DET",TE,38,2.38
"Wan'Dale Robinson WR • TEN",WR,37,2.18
"Demario Douglas WR • NE",WR,35,2.06
"Mike Gesicki TE • CIN",TE,35,2.06
"Devin Singletary RB • NYG",RB,34,2.27
"Gus Edwards RB • LAC",RB,34,3.09
"Olamide Zaccheaus WR • ATL",WR,34,2.00
"Zane Gonzalez K • MIA",K,34,5.67
"Nick Chubb RB • HOU",RB,33,4.12
"Ricky Pearsall WR • SF",WR,33,3.00
"Juwan Johnson TE • NO",TE,33,1.94
"Hunter Henry TE • NE",TE,33,2.06
"Devaughn Vele WR • NO",WR,32,2.46
"Travis Etienne RB • NO",RB,31,2.07
"Jeremy McNichols RB • WAS",RB,31,1.82
"Darius Slayton WR • NYG",WR,31,1.94
"Cedric Tillman WR • CLE",WR,31,2.82
"Tim Patrick WR • NYJ",WR,31,1.94
"Michael Penix Jr. QB • ATL",QB,30,6.00
"Marcus Mariota QB • WAS",QB,30,10.00
"Jalen Coker WR • CAR",WR,30,2.73
"Austin Hooper TE • ATL",TE,30,1.76
"Jaleel McLaughlin RB • DEN",RB,29,1.81
"Zack Moss RB • CIN",RB,29,3.62
"Sean Tucker RB • TB",RB,29,1.71
"Diontae Johnson WR • CLE",WR,29,2.42
"Dallas Goedert TE • PHI",TE,29,2.90
"Matt Prater K • BUF",K,29,7.25
"Malik Willis QB • MIA",QB,28,4.00
"Chigoziem Okonkwo TE • WAS",TE,28,1.65
"AJ Barner TE • SEA",TE,28,1.65
"Riley Patterson K • MIA",K,28,7.00
"Braelon Allen RB • NYJ",RB,27,1.59
"Dameon Pierce RB • PHI",RB,27,2.45
"Rashee Rice WR • KC",WR,27,6.75
"Tyler Lockett WR • LV",WR,27,1.59
"Joshua Dobbs QB • NE",QB,26,13.00
"Miles Sanders RB • DAL",RB,26,2.36
"Josh Oliver TE • MIN",TE,26,1.73
"Greg Dortch WR • DET",WR,25,1.47
"Ray-Ray McCloud WR • NYG",WR,25,1.47
"Josh Palmer WR • BUF",WR,25,1.67
"David Moore WR • CAR",WR,25,1.47
"Dalton Schultz TE • HOU",TE,25,1.47
"Jaylen Warren RB • PIT",RB,24,1.60
"Antonio Gibson RB • NE",RB,24,1.41
"Dalton Kincaid TE • BUF",TE,24,1.85
"Will Dissly TE • LAC",TE,24,1.60
"Spencer Shrader K • IND",K,24,6.00
"Kalif Raymond WR • CHI",WR,23,1.92
"Brandin Cooks WR • BUF",WR,23,2.30
"Jacoby Brissett QB • ARI",QB,22,2.75
"Raheem Mostert RB • LV",RB,22,1.69
"Noah Brown WR • WAS",WR,22,2.00
"Tanner McKee QB • PHI",QB,21,10.50
"Hassan Haskins RB • LAC",RB,21,1.24
"Elijah Moore WR • PHI",WR,21,1.24
"Jordan Akins TE • JAC",TE,21,1.24
"Brenton Strange TE • JAC",TE,21,1.24
"Nick Vannett TE • LAR",TE,21,1.24
"Kyle Juszczyk RB • SF",RB,20,1.18
"Chris Olave WR • NO",WR,20,2.50
"Evan Engram TE • DEN",TE,20,2.22
"JuJu Smith-Schuster WR • NYG",WR,19,1.36
"Justin Watson WR • HOU",WR,19,1.12
"Noah Fant TE • NO",TE,19,1.36
"Nate Adkins TE • DEN",TE,19,1.12
"Kenny Pickett QB • CAR",QB,18,3.60
"Tyler Goodson RB • ATL",RB,18,1.12
"Samaje Perine RB • CIN",RB,18,1.06
"Audric Estime RB • NO",RB,18,1.38
"Patrick Ricard RB • NYG",RB,18,1.06
"Van Jefferson WR • WAS",WR,18,1.06
"Nelson Agholor WR • BAL",WR,18,1.29
"Troy Franklin WR • DEN",WR,18,1.12
"Christian Kirk WR • SF",WR,18,2.25
"Tommy Tremble TE • CAR",TE,18,1.50
"Joe Milton III QB • DAL",QB,17,17.00
"Isaiah Davis RB • NYJ",RB,17,1.00
"Trey Sermon RB • PIT",RB,17,1.00
"Chris Rodriguez Jr. RB • JAC",RB,17,1.89
"Gabe Davis WR • BUF",WR,17,1.70
"Isiah Pacheco RB • DET",RB,16,2.29
"DJ Turner WR • LV",WR,16,1.33
"Khadarel Hodge WR • ATL",WR,16,0.94
"Adam Trautman TE • DEN",TE,16,0.94
"Desmond Ridder QB • GB",QB,15,2.50
"Tyrod Taylor QB • GB",QB,15,7.50
"Sterling Shepard WR • TB",WR,15,1.07
"Tutu Atwell WR • MIA",WR,15,0.88
"Lil'Jordan Humphrey WR • DEN",WR,15,0.88
"Payne Durham TE • TB",TE,15,0.94
"T.J. Hockenson TE • MIN",TE,15,1.50
"Theo Johnson TE • NYG",TE,15,1.25
"Jimmy Garoppolo QB • LAR",QB,14,14.00
"Emari Demercado RB • KC",RB,14,1.08
"Tyler Johnson WR • DAL",WR,14,0.93
"Ryan Miller WR • NYG",WR,14,1.27
"Dyami Brown WR • WAS",WR,14,0.88
"Jamison Crowder WR • WAS",WR,14,2.33
"Derius Davis WR • LAC",WR,14,0.93
"Tylan Wallace WR • CLE",WR,14,0.82
"Cedrick Wilson Jr. WR • DET",WR,14,0.93
"Malik Heath WR • ATL",WR,14,1.08
"Josh Whyle TE • GB",TE,14,0.82
"Ja'Tavion Sanders TE • CAR",TE,14,0.88
"Dare Ogunbowale RB • HOU",RB,13,0.76
"Michael Burton RB • CLE",RB,13,0.76
"Trey Benson RB • ARI",RB,13,1.00
"Mike Williams WR • LAC",WR,13,0.72
"Ja'Lynn Polk WR • NO",WR,13,0.87
"Johnny Mundt TE • PHI",TE,13,0.76
"Grant Calcaterra TE • PHI",TE,13,0.76
"Brock Wright TE • DET",TE,13,0.76
"Tyler Higbee TE • LAR",TE,13,4.33
"Elijah Higgins TE • ARI",TE,13,0.76
"Dawson Knox TE • BUF",TE,13,0.81
"Mitch Trubisky QB • TEN",QB,12,1.33
"Kenneth Gainwell RB • TB",RB,12,0.71
"Patrick Taylor RB • SF",RB,12,0.92
"DeeJay Dallas RB • JAC",RB,12,0.71
"Kendrick Bourne WR • ARI",WR,12,1.00
"Curtis Samuel WR • BUF",WR,12,0.86
"Luke Schoonmaker TE • DAL",TE,12,0.71
"Christian McCaffrey RB • SF",RB,11,2.75
"Malik Washington WR • MIA",WR,11,0.79
"Josh Reynolds WR • NYJ",WR,11,1.22
"Brandon Aiyuk WR • SF",WR,11,1.57
"John Metchie III WR • CAR",WR,11,0.85
"Colby Parkinson TE • LAR",TE,11,0.65
"Christopher Brooks RB • GB",RB,10,0.67
"Zamir White RB • LV",RB,10,1.25
"Michael Carter RB • TEN",RB,10,3.33
"Dante Pettis WR • NO",WR,10,1.25
"Ashton Dulin WR • IND",WR,10,0.67
"Trey Palmer WR • NO",WR,10,0.67
"Tyrell Shavers WR • BUF",WR,10,3.33
"Jake Ferguson TE • DAL",TE,10,0.71
"Darnell Washington TE • PIT",TE,10,0.59
"Kendre Miller RB • NO",RB,9,1.50
"Cordarrelle Patterson RB • PIT",RB,9,0.69
"Tay Martin WR • DET",WR,9,9.00
"Tyler Boyd WR • TEN",WR,9,0.56
"Jordan Whittington WR • LAR",WR,9,0.60
"Bub Means WR • NO",WR,9,1.29
"Charlie Kolar TE • LAC",TE,9,0.69
"Tim Boyle QB • TEN",QB,8,2.67
"Khalil Herbert RB • NYJ",RB,8,0.57
"Jamaal Williams RB • NO",RB,8,0.57
"Kimani Vidal RB • LAC",RB,8,0.80
"Mecole Hardman WR • BUF",WR,8,0.67
"Jalen Brooks WR • ARI",WR,8,0.57
"Cade Stover TE • HOU",TE,8,0.53
"Mo Alie-Cox TE • IND",TE,8,0.47
"Tanner Hudson TE • CIN",TE,8,0.73
"Eric Saubert TE • SEA",TE,8,0.47
"Brandon Allen QB • NYG",QB,7,2.33
"Dorian Thompson-Robinson QB • PHI",QB,7,1.00
"Alec Ingold RB • LAC",RB,7,0.47
"JaMycal Hasty RB • MIA",RB,7,0.47
"K.J. Osborn WR • TEN",K,7,0.88
"Adonai Mitchell WR • NYJ",WR,7,0.41
"Ainias Smith WR • CAR",WR,7,1.00
"Jake Bobo WR • SEA",WR,7,0.41
"Drew Sample TE • CIN",TE,7,0.41
"Blake Whiteheart TE • CLE",TE,7,0.64
"Jake Haener QB • KC",QB,6,0.75
"Trey Lance QB • LAC",QB,6,1.50
"Bailey Zappe QB • NYJ",QB,6,6.00
"Kene Nwangwu RB • NYJ",RB,6,3.00
"D'Onta Foreman RB • CLE",RB,6,0.55
"Jaylen Wright RB • MIA",RB,6,0.40
"C.J. Ham RB • MIN",RB,6,0.35
"Sincere McCormick RB • SF",RB,6,1.20
"Trent Sherfield WR • BUF",WR,6,0.35
"Laviska Shenault Jr. WR • BUF",WR,6,0.50
"Charlie Jones WR • CIN",WR,6,0.75
"Ihmir Smith-Marsette WR • ARI",WR,6,0.40
"Devontez Walker WR • BAL",WR,6,0.67
"Xavier Gipson WR • NYG",WR,6,0.35
"Parris Campbell WR • DAL",WR,6,1.20
"Kristian Wilkerson WR • BUF",WR,6,2.00
"Johnny Wilson WR • PHI",WR,6,0.38
"DJ Chark WR • ATL",WR,6,0.86
"MyCole Pruitt TE • PIT",TE,6,0.50
"Stone Smartt TE • PHI",TE,6,0.40
"Connor Heyward TE • LV",TE,6,0.35
"Ben Sinnott TE • WAS",TE,6,0.35
"Quintin Morris TE • JAC",TE,6,0.38
"Andrew Ogletree TE • IND",TE,6,0.35
"Kenny Yeboah TE • ARI",TE,6,0.67
"Chris Manhertz TE • NYG",TE,6,0.35
"E.J. Jenkins TE • PHI",TE,6,0.75
"Tommy DeVito QB • NE",QB,5,1.67
"Ty Chandler RB • NO",RB,5,0.29
"D'Ernest Johnson RB • NE",RB,5,0.36
"Jahan Dotson WR • ATL",WR,5,0.29
"Blake Corum RB • LAR",RB,4,0.24
"Jude McAtamney K • NYG",K,4,4.00
"Davis Mills QB • HOU",QB,3,0.60
"Craig Reynolds RB • NE",RB,3,0.18
"Pierre Strong Jr. RB • GB",RB,3,0.21
"Ronnie Rivers RB • LAR",RB,3,0.18
"Carson Steele RB • PHI",RB,3,0.18
"Kenny McIntosh RB • SEA",RB,3,0.18
"Jacob Cowing WR • SF",WR,3,0.20
"Rakim Jarrett WR • PIT",WR,3,0.30
"Erick All TE • CIN",TE,3,0.33
"Devin Culp TE • TB",TE,3,0.60
"Kylen Granson TE • TEN",TE,3,0.18
"Skylar Thompson QB • BAL",QB,2,0.67
"Eric Gray RB • NYG",RB,2,0.12
"Tyler Badie RB • DEN",RB,2,0.67
"Kevin Austin Jr. WR • NO",WR,2,0.25
"Robert Woods WR • PIT",WR,2,0.13
"Marquise Brown WR • PHI",WR,2,1.00
"Jermaine Burton WR • CIN",WR,2,0.14
"Scott Miller WR • CHI",WR,2,0.15
"Simi Fehoko WR • ARI",WR,2,0.25
"Jalen Reagor WR • MIA",WR,2,0.25
"Jonathan Mingo WR • DAL",WR,2,0.12
"Michael Mayer TE • LV",TE,2,0.18
"Daniel Bellinger TE • TEN",TE,2,0.12
"Carson Wentz QB • MIN",QB,1,0.33
"Hunter Luepke RB • DAL",RB,1,0.06
"Jordan Mims RB • SF",RB,1,0.09
"Keaton Mitchell RB • LAC",RB,1,0.20
"Julius Chestnut RB • TEN",RB,1,0.06
"Jeff Wilson RB • MIA",RB,1,0.11
"Rasheen Ali RB • BAL",RB,1,0.17
"Raheem Blackshear RB • NYJ",RB,1,0.06
"Deuce Vaughn RB • DEN",RB,1,0.14
"Clyde Edwards-Helaire RB • KC",RB,1,0.50
"Bryce Oliver WR • TEN",WR,1,0.10
"Ryan Flournoy WR • DAL",WR,1,0.09
"Zay Jones WR • ARI",WR,1,0.09
"Tyquan Thornton WR • KC",WR,1,0.17
"Jalin Hyatt WR • NYG",WR,1,0.06
"Xavier Hutchinson WR • HOU",WR,1,0.06
"Luke McCaffrey WR • WAS",WR,1,0.06
"Mason Tipton WR • NO",WR,1,0.09
"DeAndre Carter WR • CLE",WR,1,0.08
"Cody White WR • SEA",WR,1,0.25
"Michael Woods II WR • DEN",WR,1,0.20
"D'Wayne Eskridge WR • MIA",WR,1,0.17
"Austin Trammell WR • JAC",WR,1,1.00
"Devin Duvernay WR • ARI",WR,1,0.08
"Alex Bachman WR • LV",WR,1,0.17
"Xavier Smith WR • LAR",WR,1,0.07
"Ben Skowronek WR • PIT",WR,1,0.10
"David Bell WR • CLE",WR,1,1.00
"River Cracraft WR • WAS",WR,1,0.12
"Terrace Marshall Jr. WR • MIA",WR,1,0.14
"Nikko Remigio WR • KC",WR,1,0.20
"Brevyn Spann-Ford TE • DAL",TE,1,0.06
"Peyton Hendershot TE • KC",TE,1,0.14
"Ben Sims TE • MIA",TE,1,0.06
"Hayden Hurst TE • LAC",TE,1,0.11
"Lucas Krull TE • DEN",TE,1,0.08
"Davis Allen TE • LAR",TE,1,0.07
"Julian Hill TE • NE",TE,1,0.06
"Austin Reed QB • CHI",QB,0,
"Nathan Rourke QB • ATL",QB,0,
"Jake Browning QB • TB",QB,0,0.00
"E.J. Perry QB • JAC",QB,0,
"Kenji Bahar QB • BAL",QB,0,
"Carson Strong QB • ARI",QB,0,
"Drew Allar QB • PIT",QB,0,
"Collin Klein QB • FA",QB,0,
"Kedon Slovis QB • ARI",QB,0,
"Steven Montez QB • DET",QB,0,
"Quinn Ewers QB • MIA",QB,0,
"Jalon Daniels QB • TB",QB,0,
"Emory Jones QB • ATL",QB,0,
"Ryan Aplin QB • FA",QB,0,
"Tanner Morgan QB • MIN",QB,0,
"Zack Annexstad QB • TB",QB,0,
"Fernando Mendoza QB • LV",QB,0,
"Phillip Sims QB • SEA",QB,0,
"Haynes King QB • CAR",QB,0,
"Felix Harper QB • CLE",QB,0,
"James Morgan QB • ARI",QB,0,
"Hendon Hooker QB • TEN",QB,0,0.00
"Gavin Hardison QB • MIA",QB,0,
"Devin Leary QB • BAL",QB,0,
"Cam Ward QB • TEN",QB,0,
"Jarrett Stidham QB • DEN",QB,0,0.00
"Nate Stanley QB • MIN",QB,0,
"Davis Cheek QB • CAR",QB,0,
"Dustin Crum QB • KC",QB,0,
"Tim DeMorat QB • WAS",QB,0,
"Jalen Milroe QB • SEA",QB,0,
"Jacob Clark QB • LV",QB,0,
"Kyle Shurmur QB • WAS",QB,0,
"Ethan Garbers QB • CAR",QB,0,
"K.J. Costello QB • NO",K,0,
"Hunter Dekkers QB • NO",QB,0,
"Dresser Winn QB • LAR",QB,0,
"Teddy Bridgewater QB • DET",QB,0,
"Brady Cook QB • NYJ",QB,0,
"Taylor Heinicke QB • LAC",QB,0,0.00
"Cole Payton QB • PHI",QB,0,
"Shedeur Sanders QB • CLE",QB,0,
"Logan Woodside QB • ARI",QB,0,
"Nick Mullens QB • JAC",QB,0,0.00
"Bryce Perkins QB • CAR",QB,0,
"Josh Woodrum QB • WAS",QB,0,
"Rocky Lombardi QB • CIN",QB,0,
"Taylor Elgersma QB • GB",QB,0,
"Graham Mertz QB • HOU",QB,0,
"Luke Altmyer QB • DET",QB,0,
"Jack Coan QB • IND",QB,0,
"Danny Etling QB • GB",QB,0,
"Brett Rypien QB • MIN",QB,0,
"Trevor Siemian QB • ATL",QB,0,
"Colby Suits QB • NYJ",QB,0,
"Jack Plummer QB • CAR",QB,0,
"J.T. Barrett QB • PIT",QB,0,
"Riley Leonard QB • IND",QB,0,
"Brett Gabbert QB • MIA",QB,0,
"Case Keenum QB • CHI",QB,0,
"Jalen Morton QB • IND",QB,0,
"Taryn Christion QB • PIT",QB,0,
"Brian Lewerke QB • NYG",QB,0,
"Kyle McCord QB • GB",QB,0,
"Will Howard QB • PIT",QB,0,
"Nick Stevens QB • DEN",QB,0,
"Sam Howell QB • DAL",QB,0,0.00
"Kyle Sloter QB • JAC",QB,0,
"DJ Uiagalelei QB • LAC",QB,0,
"Luis Perez QB • LAC",QB,0,
"Chase Litton QB • JAC",QB,0,
"Kyron Drones QB • GB",QB,0,
"Dalyn Williams QB • CHI",QB,0,
"Carson Beck QB • ARI",QB,0,
"Matt Johnson QB • CIN",QB,0,
"Reid Sinnett QB • CIN",QB,0,
"Kurtis Rourke QB • SF",QB,0,
"Michael Pratt QB • TB",QB,0,
